Nome;indirizzo;latitudine;longitudine;id_scheda;descrizione breve;descrizione estesa;macro zona;zona;sotto categoria;civico;cap;città;provincia;note;accessibilità;telefono;email;sito;orari generici;orario Lunedì;orario Martedì;orario Mercoledì;orario Giovedì;orario Venerdì;orario Sabato;orario Domenica;geopoint
Torre Azzoguidi;Via Altabella, 15 - 40126;44.495263;11.34444;685;Torre Azzoguidi (detta anche Torre Altabella), è alta 61 metri e una risega presente intorno ai 28 metri fa supporre che potesse essere anche più alta. Si trova su via Altabella, che non a caso prende il nome da quell’alta e bella torre che la domina.;Torre Azzoguidi (detta anche Torre Altabella), è alta 61 metri e una risega presente intorno ai 28 metri fa supporre che potesse essere anche più alta. Si trova su via Altabella, che non a caso prende il nome da quell’alta e bella torre che la domina. Perfettamente a base quadrata, è il prototipo della torre medievale. Dieci file di parallelepipedi di gesso alla base, una porta antica a pian terreno ad arco a sesto acuto, e un piccolo vano sul lato di via Caduti di Cefalonia da cui si accedeva all’appartamento adiacente, poi adibito a cappellina affrescata dalla scuola Quattrocentesca bolognese. Viste dall’alto, l’Altabella e la Coronata ricordano davvero lo slancio di una Bologna verticale. Distanziati da poco più di ottanta metri in linea d’aria, tra cui svetta – e non a caso – il campanile dell’Episcopio della Chiesa di San Pietro, gli Azzoguidi e i Prendiparte vegliavano sulla cattedrale e costruivano quella cintura protettiva del potere guelfo che nel Due-Trecento prevalse a Bologna – anche se con alterne fortune. Non tanto come famiglie guerrigliere, quanto più nel governo fattivo della città. Quando gli Azzoguidi si estinsero, nel 1500, la torre passò ai Muzzarelli, e la sorte dell’Altabella fu quella comune alle consorelle: abitata al primo e al secondo piano, vuota ai piani superiori e sede di un negozio al pianterreno. Due interventi maldestri, connessi all’apertura della bottega, portarono da un lato alla scarnificazione delle murature, che ne mise seriamente in pericolo la stabilità, dall’altro all’ampliamento della stretta porta d’accesso, che modificò drasticamente tutta la facciata della Torre su via Altabella. Nel 1951 un accurato restauro ha tentato di porre rimedio ad entrambe le problematiche. Così oggi in effetti è più simile al suo aspetto originario di quanto non lo fosse durante l’epoca rinascimentale. Prima di tutto sono stati reintegrati gli spessori, il paramento esterno dei blocchi in selenite è stato ripristinato dall’usura dovuta all'affissione di numerosi pali da banchi di bottega, infine alla porta d’ingresso su via Altabella sono state date proporzioni più coerenti con quelle originarie. Fonte: Bologna la selva turrita progetto di valorizzazione del patrimonio storico-architettonico bolognese finanziato dalla Fondazione del Monte.;Bologna;;Torri, edifici storici;;;;BO;;;;;;Torre privata non visitabile all'interno;;;;;;;;44.495263, 11.34444
Galleria d'arte del Caminetto;Galleria Falcone e Borsellino 4/d, 40123;44.492655;11.340844;692;Galleria d'arte privata specializzata in dipinti, disegni, sculture, mobili (XVI-XVIII sec.);Paolo e Romana Zauli furono motivati, nel 1966, a fondare la “Galleria d’Arte del Caminetto” per un atto di solidarietà nei confronti degli antiquari fiorentini alluvionati. Inaugurarono l’attività espositiva, nelle sale del Palazzo Salina Brazzetti, con la rassegna “Antichi disegni” comprendente in massima parte artisti bolognesi. La caratteristica del “Caminetto”, oltre ai già citati dipinti ed i disegni antichi, risiede nell’aver messo in luce altre componenti dell’arte italiana fra cui lo splendido patrimonio dalle Arti plastiche, specificatamente la terracotta. Si ricordano, al riguardo, due rassegne con inediti di Giuseppe Maria Mazza, Angelo Gabriello Piò, Èrcole Lelli, Filippo Scandellari. Da menzionare anche le riletture di Pelagio Palagi, Felice Giani, Alessandro Guardassoni. Il consenso iniziale si perpetua oggi nella titolarità della figlia Maria che ne continua l’opera nell’attuale sede della Galleria. Dal 1994 si trova nella Galleria Falcone e Borsellino 4/D, a fianco di piazza Galileo, prossima a piazza Maggiore;Bologna;Piazza Maggiore - Indipendenza;Gallerie d'Arte;;;;BO;;accesso per disabili;+39 051 235292;galleriacaminetto@libero.it;https://galleriadelcaminetto.it/;Lunedì su appuntamento;Chiuso;"10.30-12.30; 16.00-20.00";"10.30-12.30; 16.00-20.00";"10.30-12.30; 16.00-20.00";"10.30-12.30; 16.00-20.00";"10.30-12.30; 16.00-20.00";"10.30-12.30; 16.00-20.00";44.492655, 11.340844
Museo Ebraico;Via Valdonica, 1/5 - 40126;44.495903;11.347802;693;Inaugurato il 9 maggio 1999, il Museo Ebraico di Bologna (MEB) è stato istituito allo scopo di conservare, studiare, far conoscere e valorizzare il ricco patrimonio culturale ebraico profondamente radicato a Bologna e in molte località dell'Emilia Romagna.;Inaugurato il 9 maggio 1999, il Museo Ebraico di Bologna (MEB) è stato istituito allo scopo di conservare, studiare, far conoscere e valorizzare il ricco patrimonio culturale ebraico profondamente radicato a Bologna e in molte località dell’Emilia Romagna. È, inoltre, il centro del sistema museale ebraico dell’Emilia Romagna. Nel Museo, i visitatori saranno guidati alla scoperta della millenaria storia del popolo ebraico, raccontata attraverso vari strumenti comunicativi e testimonianze provenienti da sinagoghe, cimiteri, ex ghetti. Il Museo ospita un notevole programma di appuntamenti settimanali, tra cui corsi e seminari di lingua, arte e cultura ebraica, conferenze, presentazioni di libri, incontri e dibattiti, oltre che spettacoli e concerti, visite guidate e laboratori. Nella struttura è presente anche una ricca biblioteca.;Bologna;Ghetto;Musei e Collezioni;;;;BO;;Accessibile, per info contattare, Tel +39 051 2911280, E-mail info@museoebraicobo.it;+390512911280;info@museoebraicobo.it;http://www.museoebraicobo.it;Chiuso: sabato, festività ebraiche;10:00-18:00;10:00-19:30;10:00-18:00;10:00-19:30;10:00-16:00;Chiuso;10:00-18:00;44.495903, 11.347802
Pinacoteca Nazionale di Bologna;Pinacoteca Nazionale - Via delle Belle Arti;44.4977566;11.3534957;705;;La Pinacoteca Nazionale di Bologna si trova a pochi minuti dalla Due Torri, all’interno dell’ex Noviziato Gesuita di Sant’Ignazio risalente al 1600. Annoverata tra le più moderne e importanti Gallerie Nazionali, aprì al pubblico nel 1885 e fu totalmente rinnovata nel 1997. La sua collezione, il cui primo catalogo risale al 1827, comprende opere di alcuni tra i più importanti artisti italiani del Rinascimento, Manierismo e Barocco, come Raffaello, Perugino, Tintoretto, Tiziano, i Caracci, Guercino e Reni. La pinacoteca, oltre alla sua esposizione permanente, accoglie anche mostre temporanee di medio e grande respiro, attività didattiche, seminari e convegni.Tra i capolavori esposti nella galleria vi è il polittico di Bologna a opera di Giotto, esempio di raffinatezza nella resa dei particolari e nell’eleganza degli ornati. La Vergine, imponente e maestosa, viene sfiorata in volto dal Bambino ed è affiancata dai Santi Gabriele, Michele, Pietro e Paolo. Sul gradino del trono è possibile vedere la firma dell'artista.;Bologna;Università;Musei e Collezioni;56;40126;Bologna;BO;;Accesso ai disabili alla biglietteria tramite rampa, alle sale espositive mediante ascensore e piattaforme dedicate, ai servizi nelle Sale delle Belle Arti mediante ascensore.;+390514209411;pin-bo.urp@cultura.gov.it;https://www.pinacotecabologna.beniculturali.it/it/;Aperta: da martedì a domenica e festivi ore 9.00-19.00. Ultimo ingresso 30' prima della chiusura.Festività25 aprileOre 9-19 ingresso gratuito1 maggioOre 9-19 normale tariffa d'ingresso;Chiuso;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;44.4977566, 11.3534957
Oratorio di San Carlo;Via del Porto, 3/5 40122;44.50151;11.339383;719;L'Oratorio di San Carlo è un mirabile esempio della Scuola Bolognese, quel movimento pittorico fiorito a Bologna tra il XVI e il XVII secolo (1500-1700), che contese a Firenze e Roma il primato della pittura italiana.;L'Oratorio di San Carlo Borromeo si trova all'interno della Chiesa di San Carlo al Porto, a 5 minuti dalla Stazione Centrale di Bologna, in una delle zone più antiche della città. Dalla creazione dell'Oratorio, nella seconda metà del seicento, l'aspetto di questo Quartiere è radicalmente cambiato. Per il visitatore di oggi non è immaginabile la suggestione in cui il complesso era immerso. Il Quartiere, la Chiesa e la strada prendono il nome dal Porto Naviglio, importante scalo per il traffico fluviale intorno al quale fiorivano centri di scambio e commercio. Oggi sia il grande Porto sia i canali ad esso collegati, che fornivano energia ai labortori artigianali subito dentro la cerchia delle mura, sono stati tombati per consentire la costruzione di strade e palazzi. L'isolato è stato poi devastato dalle attività belliche nella II Guerra Mondiale, in questa zona particolarmente concentrate. L'Oratorio è l'unico edificio rimasto intatto dopo il terribile bombardamento del 29 gennaio 1944, evento considerato un miracolo attribuito a Sant'Antonio, del quale sull'altare è conservata una grande statua. Nel 1466 la sacra immagine mariana conosciuta come Santa Maria del Paradiso, che i fedeli avevano affiancato ad una croce presente sul posto già da prima del XV secolo, ispirò la nascita dell'omonima Confraternita dedita all'assistenza dei poveri e degli infermi. Questa edificò il primo nucleo della Chiesa, che oggi appare moderna ed inserita tra case popolari medievali e tipici edifici del dopoguerra. Nel 1612 la confraternita aggiunse al proprio nome anche quello di San Carlo Borromeo, in onore al santo vescovo di Milano, che a Bologna fu prima studente e poi legato pontificio, intitolandogli l'oratorio al piano superiore della chiesa allora esistente. L'attuale Oratorio, sempre dedicato a San Carlo, venne costruito in un'area adiacente la chiesa nel 1667, quando il precedente divenne troppo piccolo per contenere tutta la confraternita. Tra i confratelli l'artista Giacomo Friani, pittore molto valido cresciuto alla scuola di Agostino Mitelli e Angelo Michele Colonna, commutò le sue quote di iscrizione con l'esecuzione di tutta la decorazione. Al centro della volta è di particolare pregio l'affresco di San Carlo in estasi con la Madonna, mentre la serie di medaglioni con la storia di San Carlo sono stati successivamente realizzati da Giovanni Battista Bolognini. Con la venuta di Napoleone nel 1789, in seguito alle soppressioni degli ordini religiosi, sia l'oratorio sia la chiesa vennero chiusi ma, già nel 1833, la Confraternita risorta, li riaprì. Nel 1896, con la cessazione definitiva della Confraternita, il cardinale Svampa assegnò l'oratorio in uso ai Salesiani per attività giovanili. In seguito lo spazio è tornato alla parrocchia. Dopo un primo restauro nel 1906, ad opera del Pietra, questo gioiello bolognese miracolosamente giunto fino a noi si propone, ancora oggi, nel suo splendore grazie al restauro del 2001. Marco Poli e Patrizia Nardi , responsabili del progetto, hanno curato i lavori in cui è stato ripulito completamente l'interno, sono state stuccate le piccole crepe che si erano create sulla volta affrescata ed è stato fatto un nuovo impianto di illuminazione. Nella parte esterna, anch'essa ripulita, è stato restaurato l'affresco del XVIII secolo raffigurante la Madonna di San Luca. L'Oratorio è ora utilizzato, come sala della comunità e spazio per attività culturali.;Bologna;;Edifici Religiosi;;;;BO;;non sussistono barriere architettoniche;+39 051 252111;scottipg@libero.it;;solo su appuntamento;;;;;;;;44.50151, 11.339383
Caldarese Arte e Antiquariato;Via Caldarese 1- 40125;44.493886;11.348001;740;Galleria d'arte privata specializzata in arte figurativa dall'800 ai giorni nostri e antiquariato;Galleria d'arte privata specializzata in arte figurativa dall'800 ai giorni nostri e antiquariato;Bologna;;Gallerie d'Arte;;;;BO;;accesso per disabili;"+ 39 051 239771; + 39 333 5639234";caldaresearte@gmail.com;;"lun.-mar.-mer.-ven.-sab. 10.00-13.00 e 16.00-19.00; gio. 10.00-13.00 o su appuntamento.";;;;;;;;44.493886, 11.348001
Di Paolo Arte;Galleria Falcone e Borsellino 4/a-b - 40123;44.492655;11.340844;744;Galleria d'arte privata specializzata in arte moderna e contemporanea;Galleria d'arte privata specializzata in arte moderna e contemporanea. La Galleria nasce nel 2003 per l'impegno e la volontà di appassionati che dopo un trentennio di attento collezionismo hanno deciso di aprire questo spazio segnando il passaggio dal collezionismo al mercato.;Bologna;;Gallerie d'Arte;;;;BO;;;+ 39 051 225413;info@dipaoloarte.it;http://www.dipaoloarte.it;"da lunedì a sabato 11.00 - 13.00 e 16.00 - 20.00; domenica su appuntamento.";;;;;;;;44.492655, 11.340844
Galleria Restarte;Via Guerrazzi, 10 - 40125;44.491422;11.351409;747;Galleria d'arte privata specializzata in arte contemporanea;La Galleria Restarte inaugura la propria attività espositiva nel Dicembre 2007 a Bologna, nel cuore della città da un progetto del suo fondatore, Cosimo Resta, che da più di dieci anni opera nel settore. Specializzata in opere d’arte contemporanea propone scelte artistiche orientate in ambito prevalentemente italiano occupandosi di maestri storici come Giorgio De Chirico, Roberto Crippa, Mario Schifano, Piero Ruggeri, Salvatore Fiume, Francesco Messina, Emilio Tadini, Arnaldo Pomodoro, Antonio Bueno, Luca Alinari, Valerio Adami. L'attività della Galleria Restarte non si limita esclusivamente a queste scelte, affianca infatti agli artisti appena citati l'esperienza di giovani emergenti come Davide Frisoni, Ali Hassoun, Raffaele Minotto, Marco Tamburro. Parallelamente la Galleria tratta le opere di artisti contemporanei ormai affermati e conosciuti a livello internazionale: Alessandro Papetti, Luca Pignatelli, Alessandro Busci, Leonardo Lucchi, Ugo Nespolo, Giampaolo Talani, Rabarama confermano una scelta stilistica della Galleria tutta orientata verso una matrice figurativa contemporanea. Eventi collaterali ma non meno importanti sono le mostre che da due anni la Galleria Restarte si impegna a organizzare e sponsorizzare presso spazi pubblici. Nel 2010 la mostra antologica di Ali Hassoun presso il Palazzo Comunale di Siena, e la personale di Davide Frisoni allestita nel Palazzo Comunale di Rimini. Previste per il 2011 l'antologica di Franco Fortunato sempre a Siena e di Raffaele Minotto a Mantova. Accanto a queste proposte Restarte, da anni, partecipa alle maggiori Fiere d'Arte Contemporanea Italiane (Padova, Bergamo, Brescia, Reggio Emilia, Forte dei Marmi e da quest'anno Arezzo) e straniere (Innsbruck, Miami) consolidando i precedenti consensi. L’elegante Galleria Restarte, si è quindi affermata in poco tempo come punto di riferimento per gli appassionati e collezionisti dei nomi più prestigiosi dell’Arte Italiana.;Bologna;S. Stefano;Musei e Collezioni;;;;BO;;Accesso per disabili;+ 39 051 230560;restartegalleria@gmail.com;http://www.restartegalleria.it;;"9:30-12:30 ; 15:30-19:30";"9:30-12:30 ; 15:30-19:30";"9:30-12:30 ; 15:30-19:30";"9:30-12:30 ; 15:30-19:30";"9:30-12:30 ; 15:30-19:30";"9:30-12:30 ; 15:30-19:30";;44.491422, 11.351409
Studio d'arte Interno 11;via Castiglione, 27 - 40124;44.489927;11.346791;748;Galleria d'arte privata specializzata in arte contemporanea (soprattutto internazionale) e antichità;Studio d'arte Interno 11, appassionato e curioso di tutto ciò che spazia nella sfera dell'arte, si orienta, nelle sue scelte culturali, verso due direzioni fondamentali. Da una parte l'antichità, con un interesse particolarmente pronunciato nei confronti della pittura e delle curiosités. Dall'altra, lo Studio aspira a creare una relazione stimolante e inedita tra artisti appartenenti a realtà diverse e la città di Bologna, assecondando una permeabilità osmotica nei due sensi.;Bologna;Quadrilatero;Gallerie d'Arte;;;;BO;;;051 273526;info@studiodarteinterno11.com;http://www.studiodarteinterno11.com;Durante le mostre: dal martedì al sabato, 16.00-19.30.Il resto dell'anno, visitabile solo su appuntamento.;;;;;;;;44.489927, 11.346791
Collezione di Zoologia;Via Selmi 3, 40126;44.495651;11.35388;774;Il Museo di Zoologia venne istituito nel 1860 e fu annesso all’omonimo Istituto universitario come supporto all’insegnamento e alla ricerca. Pur mantenendo ancora oggi una forte vocazione didattica, il Museo è aperto a cittadini e turisti che resteranno sorpresi dalla varietà delle rare e affascinanti specie animali esposte.;Il nucleo originario della raccolta è costituito dalla collezione cinquecentesca del naturalista Ulisse Aldrovandi e dai reperti provenienti dalle collezioni Cospi e Marsili, riuniti nel corso del XVIII secolo all’interno dell’Istituto delle Scienze. In anni recenti sono state fortemente incrementate e riordinate le raccolte etnologica e malacologica, fruibili da parte degli studiosi, mentre sono esposte le collezioni ornitologiche, i trofei africani, i diorami, le raccolte sistematiche dei più importanti gruppi animali e la collezione Altobello comprendente anfibi, rettili e mammiferi. Accoglie i visitatori il grande esemplare di Pesce Luna (Mola mola), trovato sulla costa della Romagna nella prima metà degli anni ’40 e oggi esposto nel grande atrio del Museo. Il Museo di Zoologia fa parte del Sistema Museale d'Ateneo Alma Mater Studiorum Università di Bologna - SMA;Bologna;;Musei e Collezioni;;;;BO;;"Disabilità motoria e difficoltà di movimento
L’ingresso principale
presenta dei gradini, sono tuttavia disponibili due rampe con corrimano con una
pendenza di poco superiore al 5%.Dopo il portone
principale occorre superare alcuni gradini senza l’ausilio di corrimano. È
disponibile l’utilizzo di un servo scala su richiesta al personale che è sempre
presente alla guardiola dell’atrio.
La struttura è dotata di
ascensore che collega il piano terra e utilizzabile con l’aiuto del personale
di sala.

Per maggiori informazioni consulta qui.";+39 051 2094960;sma.zoologia@unibo.it;http://sma.unibo.it/it/il-sistema-museale/collezione-di-zoologia/collezione-di-zoologia;Orario invernale 1 settembre - 31 maggioDa martedì a venerdì: 9 - 13Sabato, domenica e festivi: 10 - 18FestivitàAperto: ore 10-18 il 31 marzo, 1 e 25 aprile;;;;;;;;44.495651, 11.35388
